		ELEVATION	BASEDEMAND	INITQUALITY	PRESSURE	HEAD	DEMAND	QUALITY
5	32:00:00	100,00	8,00	1,00	85,69	297,77	8,96	0,00
6	32:00:00	125,00	5,00	1,00	74,87	297,78	5,60	0,00
7	32:00:00	160,00	4,00	1,00	59,72	297,82	4,48	0,00
8	32:00:00	110,00	9,00	1,00	81,38	297,82	10,08	0,00
9	32:00:00	180,00	14,00	1,00	51,06	297,84	15,68	0,00
10	32:00:00	130,00	5,00	1,00	72,72	297,82	5,60	0,00
11	32:00:00	185,00	34,78	1,00	48,90	297,86	38,95	0,00
12	32:00:00	210,00	16,00	1,00	38,14	298,03	17,92	0,00
13	32:00:00	210,00	2,00	1,00	38,17	298,09	2,24	0,00
14	32:00:00	200,00	2,00	1,00	42,53	298,16	2,24	0,00
15	32:00:00	190,00	2,00	1,00	46,90	298,24	2,24	0,00
16	32:00:00	150,00	20,00	1,00	64,13	298,01	22,40	0,00
17	32:00:00	180,00	20,00	1,00	51,13	298,01	22,40	0,00
18	32:00:00	100,00	20,00	1,00	85,79	298,00	22,40	0,00
19	32:00:00	150,00	5,00	1,00	64,13	298,00	5,60	0,00
20	32:00:00	170,00	19,00	1,00	55,52	298,14	21,28	0,00
21	32:00:00	150,00	16,00	1,00	64,18	298,12	17,92	0,00
22	32:00:00	200,00	10,00	1,00	42,52	298,12	11,20	0,00
23	32:00:00	230,00	8,00	1,00	29,73	298,62	8,96	0,00
24	32:00:00	190,00	11,00	1,00	46,95	298,35	12,32	0,00
25	32:00:00	230,00	6,00	1,00	29,80	298,77	6,72	0,00
27	32:00:00	130,00	8,00	1,00	73,12	298,75	8,96	0,00
28	32:00:00	110,00	0,00	1,00	81,78	298,75	0,00	0,00
29	32:00:00	110,00	7,00	1,00	81,78	298,75	7,84	0,00
30	32:00:00	130,00	3,00	1,00	73,12	298,75	3,36	0,00
31	32:00:00	190,00	17,00	1,00	47,13	298,76	19,04	0,00
32	32:00:00	110,00	17,00	1,00	81,46	298,00	19,04	0,00
33	32:00:00	180,00	1,50	1,00	51,18	298,12	1,68	0,00
34	32:00:00	190,00	1,50	1,00	46,85	298,12	1,68	0,00
35	32:00:00	110,00	0,00	1,00	81,78	298,75	0,00	0,00
36	32:00:00	110,00	1,00	1,00	81,78	298,75	1,12	0,00
26	32:00:00	235,00	0,00	1,00	27,68	298,89	-361,51	0,00
1	33:00:00	50,00	-694,40	1,00	106,53	295,85	0,00	0,00
2	33:00:00	100,00	8,00	1,00	84,86	295,85	10,72	0,00
3	33:00:00	60,00	14,00	1,00	102,19	295,84	18,76	0,00
4	33:00:00	60,00	8,00	1,00	102,19	295,85	10,72	0,00
5	33:00:00	100,00	8,00	1,00	84,86	295,85	10,72	0,00
6	33:00:00	125,00	5,00	1,00	74,04	295,87	6,70	0,00
7	33:00:00	160,00	4,00	1,00	58,90	295,93	5,36	0,00
8	33:00:00	110,00	9,00	1,00	80,56	295,92	12,06	0,00
9	33:00:00	180,00	14,00	1,00	50,24	295,94	18,76	0,00
10	33:00:00	130,00	5,00	1,00	71,89	295,92	6,70	0,00
11	33:00:00	185,00	34,78	1,00	48,09	295,98	46,61	0,00
12	33:00:00	210,00	16,00	1,00	37,35	296,21	21,44	0,00
13	33:00:00	210,00	2,00	1,00	37,39	296,30	2,68	0,00
14	33:00:00	200,00	2,00	1,00	41,77	296,39	2,68	0,00
15	33:00:00	190,00	2,00	1,00	46,15	296,51	2,68	0,00
16	33:00:00	150,00	20,00	1,00	63,34	296,18	26,80	0,00
17	33:00:00	180,00	20,00	1,00	50,34	296,18	26,80	0,00
18	33:00:00	100,00	20,00	1,00	85,00	296,18	26,80	0,00
19	33:00:00	150,00	5,00	1,00	63,34	296,18	6,70	0,00
20	33:00:00	170,00	19,00	1,00	54,75	296,36	25,46	0,00
21	33:00:00	150,00	16,00	1,00	63,41	296,34	21,44	0,00
22	33:00:00	200,00	10,00	1,00	41,74	296,34	13,40	0,00
23	33:00:00	230,00	8,00	1,00	29,05	297,04	10,72	0,00
24	33:00:00	190,00	11,00	1,00	46,21	296,66	14,74	0,00
25	33:00:00	230,00	6,00	1,00	29,14	297,24	8,04	0,00
27	33:00:00	130,00	8,00	1,00	72,46	297,22	10,72	0,00
28	33:00:00	110,00	0,00	1,00	81,12	297,21	0,00	0,00
29	33:00:00	110,00	7,00	1,00	81,12	297,21	9,38	0,00
30	33:00:00	130,00	3,00	1,00	72,45	297,21	4,02	0,00
31	33:00:00	190,00	17,00	1,00	46,46	297,23	22,78	0,00
32	33:00:00	110,00	17,00	1,00	80,67	296,17	22,78	0,00
33	33:00:00	180,00	1,50	1,00	50,41	296,34	2,01	0,00
34	33:00:00	190,00	1,50	1,00	46,08	296,34	2,01	0,00
35	33:00:00	110,00	0,00	1,00	81,12	297,21	0,00	0,00
36	33:00:00	110,00	1,00	1,00	81,12	297,21	1,34	0,00
26	33:00:00	235,00	0,00	1,00	27,04	297,42	-432,53	0,00
1	34:00:00	50,00	-694,40	1,00	105,95	294,52	0,00	0,00
2	34:00:00	100,00	8,00	1,00	84,29	294,52	8,96	0,00
3	34:00:00	60,00	14,00	1,00	101,62	294,52	15,68	0,00
4	34:00:00	60,00	8,00	1,00	101,62	294,52	8,96	0,00
5	34:00:00	100,00	8,00	1,00	84,29	294,53	8,96	0,00
6	34:00:00	125,00	5,00	1,00	73,46	294,54	5,60	0,00
7	34:00:00	160,00	4,00	1,00	58,31	294,58	4,48	0,00
8	34:00:00	110,00	9,00	1,00	79,98	294,58	10,08	0,00
9	34:00:00	180,00	14,00	1,00	49,65	294,59	15,68	0,00
10	34:00:00	130,00	5,00	1,00	71,31	294,58	5,60	0,00
11	34:00:00	185,00	34,78	1,00	47,50	294,62	38,95	0,00
12	34:00:00	210,00	16,00	1,00	36,74	294,78	17,92	0,00
13	34:00:00	210,00	2,00	1,00	36,76	294,85	2,24	0,00
14	34:00:00	200,00	2,00	1,00	41,13	294,91	2,24	0,00
15	34:00:00	190,00	2,00	1,00	45,50	295,00	2,24	0,00
16	34:00:00	150,00	20,00	1,00	62,73	294,77	22,40	0,00
17	34:00:00	180,00	20,00	1,00	49,73	294,77	22,40	0,00
18	34:00:00	100,00	20,00	1,00	84,39	294,76	22,40	0,00
19	34:00:00	150,00	5,00	1,00	62,72	294,76	5,60	0,00
20	34:00:00	170,00	19,00	1,00	54,12	294,89	21,28	0,00
21	34:00:00	150,00	16,00	1,00	62,77	294,88	17,92	0,00
22	34:00:00	200,00	10,00	1,00	41,11	294,88	11,20	0,00
23	34:00:00	230,00	8,00	1,00	28,33	295,38	8,96	0,00
24	34:00:00	190,00	11,00	1,00	45,54	295,10	12,32	0,00
25	34:00:00	230,00	6,00	1,00	28,39	295,52	6,72	0,00
27	34:00:00	130,00	8,00	1,00	71,71	295,51	8,96	0,00
28	34:00:00	110,00	0,00	1,00	80,38	295,50	0,00	0,00
29	34:00:00	110,00	7,00	1,00	80,38	295,50	7,84	0,00
30	34:00:00	130,00	3,00	1,00	71,71	295,50	3,36	0,00
31	34:00:00	190,00	17,00	1,00	45,72	295,52	19,04	0,00
32	34:00:00	110,00	17,00	1,00	80,06	294,76	19,04	0,00
33	34:00:00	180,00	1,50	1,00	49,78	294,87	1,68	0,00
34	34:00:00	190,00	1,50	1,00	45,44	294,87	1,68	0,00
35	34:00:00	110,00	0,00	1,00	80,38	295,50	0,00	0,00
36	34:00:00	110,00	1,00	1,00	80,38	295,50	1,12	0,00
26	34:00:00	235,00	0,00	1,00	26,28	295,65	-361,51	0,00
1	35:00:00	50,00	-694,40	1,00	105,43	293,31	0,00	0,00
2	35:00:00	100,00	8,00	1,00	83,76	293,31	7,76	0,00
3	35:00:00	60,00	14,00	1,00	101,09	293,31	13,58	0,00
4	35:00:00	60,00	8,00	1,00	101,09	293,31	7,76	0,00
5	35:00:00	100,00	8,00	1,00	83,76	293,31	7,76	0,00
6	35:00:00	125,00	5,00	1,00	72,93	293,32	4,85	0,00
7	35:00:00	160,00	4,00	1,00	57,78	293,35	3,88	0,00
8	35:00:00	110,00	9,00	1,00	79,45	293,35	8,73	0,00
9	35:00:00	180,00	14,00	1,00	49,12	293,36	13,58	0,00
10	35:00:00	130,00	5,00	1,00	70,78	293,35	4,85	0,00
11	35:00:00	185,00	34,78	1,00	46,96	293,38	33,74	0,00
12	35:00:00	210,00	16,00	1,00	36,18	293,51	15,52	0,00
13	35:00:00	210,00	2,00	1,00	36,21	293,56	1,94	0,00
14	35:00:00	200,00	2,00	1,00	40,56	293,61	1,94	0,00
15	35:00:00	190,00	2,00	1,00	44,92	293,67	1,94	0,00
16	35:00:00	150,00	20,00	1,00	62,18	293,50	19,40	0,00
17	35:00:00	180,00	20,00	1,00	49,18	293,50	19,40	0,00
18	35:00:00	100,00	20,00	1,00	83,84	293,49	19,40	0,00
19	35:00:00	150,00	5,00	1,00	62,17	293,49	4,85	0,00
20	35:00:00	170,00	19,00	1,00	53,55	293,59	18,43	0,00
21	35:00:00	150,00	16,00	1,00	62,21	293,58	15,52	0,00
22	35:00:00	200,00	10,00	1,00	40,55	293,58	9,70	0,00
23	35:00:00	230,00	8,00	1,00	27,72	293,96	7,76	0,00
24	35:00:00	190,00	11,00	1,00	44,96	293,75	10,67	0,00
25	35:00:00	230,00	6,00	1,00	27,76	294,08	5,82	0,00
27	35:00:00	130,00	8,00	1,00	71,09	294,06	7,76	0,00
28	35:00:00	110,00	0,00	1,00	79,75	294,06	0,00	0,00
29	35:00:00	110,00	7,00	1,00	79,75	294,06	6,79	0,00
30	35:00:00	130,00	3,00	1,00	71,09	294,06	2,91	0,00
31	35:00:00	190,00	17,00	1,00	45,09	294,07	16,49	0,00
32	35:00:00	110,00	17,00	1,00	79,51	293,49	16,49	0,00
33	35:00:00	180,00	1,50	1,00	49,21	293,58	1,45	0,00
34	35:00:00	190,00	1,50	1,00	44,88	293,58	1,45	0,00
35	35:00:00	110,00	0,00	1,00	79,75	294,06	0,00	0,00
36	35:00:00	110,00	1,00	1,00	79,75	294,06	0,97	0,00
26	35:00:00	235,00	0,00	1,00	25,64	294,17	-313,10	0,00
1	36:00:00	50,00	-694,40	1,00	104,82	291,91	0,00	0,00
2	36:00:00	100,00	8,00	1,00	83,16	291,91	8,32	0,00
3	36:00:00	60,00	14,00	1,00	100,49	291,91	14,56	0,00
4	36:00:00	60,00	8,00	1,00	100,49	291,91	8,32	0,00
5	36:00:00	100,00	8,00	1,00	83,16	291,91	8,32	0,00
6	36:00:00	125,00	5,00	1,00	72,33	291,93	5,20	0,00
7	36:00:00	160,00	4,00	1,00	57,18	291,96	4,16	0,00
8	36:00:00	110,00	9,00	1,00	78,84	291,96	9,36	0,00
9	36:00:00	180,00	14,00	1,00	48,52	291,97	14,56	0,00
10	36:00:00	130,00	5,00	1,00	70,18	291,96	5,20	0,00
11	36:00:00	185,00	34,78	1,00	46,36	292,00	36,17	0,00
12	36:00:00	210,00	16,00	1,00	35,59	292,14	16,64	0,00
13	36:00:00	210,00	2,00	1,00	35,62	292,19	2,08	0,00
14	36:00:00	200,00	2,00	1,00	39,97	292,25	2,08	0,00
15	36:00:00	190,00	2,00	1,00	44,34	292,33	2,08	0,00
16	36:00:00	150,00	20,00	1,00	61,58	292,12	20,80	0,00
17	36:00:00	180,00	20,00	1,00	48,58	292,12	20,80	0,00
18	36:00:00	100,00	20,00	1,00	83,24	292,12	20,80	0,00
19	36:00:00	150,00	5,00	1,00	61,58	292,12	5,20	0,00
20	36:00:00	170,00	19,00	1,00	52,96	292,24	19,76	0,00
21	36:00:00	150,00	16,00	1,00	61,62	292,22	16,64	0,00
22	36:00:00	200,00	10,00	1,00	39,96	292,22	10,40	0,00
23	36:00:00	230,00	8,00	1,00	27,15	292,66	8,32	0,00
24	36:00:00	190,00	11,00	1,00	44,38	292,42	11,44	0,00
25	36:00:00	230,00	6,00	1,00	27,20	292,78	6,24	0,00
27	36:00:00	130,00	8,00	1,00	70,53	292,77	8,32	0,00
28	36:00:00	110,00	0,00	1,00	79,19	292,77	0,00	0,00
29	36:00:00	110,00	7,00	1,00	79,19	292,77	7,28	0,00
30	36:00:00	130,00	3,00	1,00	70,53	292,77	3,12	0,00
31	36:00:00	190,00	17,00	1,00	44,53	292,78	17,68	0,00
32	36:00:00	110,00	17,00	1,00	78,91	292,12	17,68	0,00
33	36:00:00	180,00	1,50	1,00	48,62	292,22	1,56	0,00
34	36:00:00	190,00	1,50	1,00	44,29	292,22	1,56	0,00
35	36:00:00	110,00	0,00	1,00	79,19	292,77	0,00	0,00
36	36:00:00	110,00	1,00	1,00	79,19	292,77	1,04	0,00
26	36:00:00	235,00	0,00	1,00	25,09	292,89	-335,69	0,00
1	37:00:00	50,00	-694,40	1,00	108,76	301,00	-486,08	0,00
2	37:00:00	100,00	8,00	1,00	85,97	298,40	9,20	0,00
3	37:00:00	60,00	14,00	1,00	103,14	298,04	16,10	0,00
4	37:00:00	60,00	8,00	1,00	103,05	297,82	9,20	0,00
5	37:00:00	100,00	8,00	1,00	85,71	297,80	9,20	0,00
6	37:00:00	125,00	5,00	1,00	74,40	296,71	5,75	0,00
7	37:00:00	160,00	4,00	1,00	58,20	294,31	4,60	0,00
8	37:00:00	110,00	9,00	1,00	79,86	294,31	10,35	0,00
9	37:00:00	180,00	14,00	1,00	49,39	293,99	16,10	0,00
10	37:00:00	130,00	5,00	1,00	71,20	294,31	5,75	0,00
11	37:00:00	185,00	34,78	1,00	47,00	293,46	40,00	0,00
12	37:00:00	210,00	16,00	1,00	35,65	292,28	18,40	0,00
13	37:00:00	210,00	2,00	1,00	35,51	291,94	2,30	0,00
14	37:00:00	200,00	2,00	1,00	39,77	291,79	2,30	0,00
15	37:00:00	190,00	2,00	1,00	44,08	291,72	2,30	0,00
16	37:00:00	150,00	20,00	1,00	61,39	291,67	23,00	0,00
17	37:00:00	180,00	20,00	1,00	48,38	291,65	23,00	0,00
18	37:00:00	100,00	20,00	1,00	83,04	291,65	23,00	0,00
19	37:00:00	150,00	5,00	1,00	61,38	291,65	5,75	0,00
20	37:00:00	170,00	19,00	1,00	52,76	291,77	21,85	0,00
21	37:00:00	150,00	16,00	1,00	61,42	291,75	18,40	0,00
22	37:00:00	200,00	10,00	1,00	39,76	291,75	11,50	0,00
23	37:00:00	230,00	8,00	1,00	26,68	291,58	9,20	0,00
24	37:00:00	190,00	11,00	1,00	44,06	291,68	12,65	0,00
25	37:00:00	230,00	6,00	1,00	26,66	291,54	6,90	0,00
27	37:00:00	130,00	8,00	1,00	69,99	291,52	9,20	0,00
28	37:00:00	110,00	0,00	1,00	78,65	291,52	0,00	0,00
29	37:00:00	110,00	7,00	1,00	78,65	291,52	8,05	0,00
30	37:00:00	130,00	3,00	1,00	69,98	291,52	3,45	0,00
31	37:00:00	190,00	17,00	1,00	43,99	291,53	19,55	0,00
32	37:00:00	110,00	17,00	1,00	78,71	291,65	19,55	0,00
33	37:00:00	180,00	1,50	1,00	48,42	291,75	1,72	0,00
34	37:00:00	190,00	1,50	1,00	44,09	291,75	1,72	0,00
35	37:00:00	110,00	0,00	1,00	78,65	291,52	0,00	0,00
36	37:00:00	110,00	1,00	1,00	78,65	291,52	1,15	0,00
26	37:00:00	235,00	0,00	1,00	24,49	291,52	114,88	0,00
1	38:00:00	50,00	-694,40	1,00	114,09	313,31	-694,40	0,00
2	38:00:00	100,00	8,00	1,00	90,25	308,28	7,28	0,00
3	38:00:00	60,00	14,00	1,00	107,30	307,63	12,74	0,00
4	38:00:00	60,00	8,00	1,00	107,09	307,14	7,28	0,00
5	38:00:00	100,00	8,00	1,00	89,73	307,09	7,28	0,00
6	38:00:00	125,00	5,00	1,00	77,91	304,80	4,55	0,00
7	38:00:00	160,00	4,00	1,00	60,54	299,72	3,64	0,00
8	38:00:00	110,00	9,00	1,00	82,20	299,72	8,19	0,00
9	38:00:00	180,00	14,00	1,00	51,56	299,00	12,74	0,00
10	38:00:00	130,00	5,00	1,00	73,54	299,72	4,55	0,00
11	38:00:00	185,00	34,78	1,00	48,87	297,79	31,65	0,00
12	38:00:00	210,00	16,00	1,00	36,74	294,80	14,56	0,00
13	38:00:00	210,00	2,00	1,00	36,35	293,90	1,82	0,00
14	38:00:00	200,00	2,00	1,00	40,50	293,47	1,82	0,00
15	38:00:00	190,00	2,00	1,00	44,72	293,21	1,82	0,00
16	38:00:00	150,00	20,00	1,00	62,10	293,31	18,20	0,00
17	38:00:00	180,00	20,00	1,00	49,07	293,24	18,20	0,00
18	38:00:00	100,00	20,00	1,00	83,73	293,24	18,20	0,00
19	38:00:00	150,00	5,00	1,00	62,07	293,26	4,55	0,00
20	38:00:00	170,00	19,00	1,00	53,49	293,46	17,29	0,00
21	38:00:00	150,00	16,00	1,00	62,16	293,45	14,56	0,00
22	38:00:00	200,00	10,00	1,00	40,49	293,45	9,10	0,00
23	38:00:00	230,00	8,00	1,00	27,04	292,41	7,28	0,00
24	38:00:00	190,00	11,00	1,00	44,62	292,97	10,01	0,00
25	38:00:00	230,00	6,00	1,00	26,93	292,14	5,46	0,00
27	38:00:00	130,00	8,00	1,00	70,25	292,13	7,28	0,00
28	38:00:00	110,00	0,00	1,00	78,92	292,13	0,00	0,00
29	38:00:00	110,00	7,00	1,00	78,92	292,13	6,37	0,00
30	38:00:00	130,00	3,00	1,00	70,25	292,13	2,73	0,00
31	38:00:00	190,00	17,00	1,00	44,26	292,14	15,47	0,00
32	38:00:00	110,00	17,00	1,00	79,40	293,24	15,47	0,00
33	38:00:00	180,00	1,50	1,00	49,16	293,45	1,37	0,00
34	38:00:00	190,00	1,50	1,00	44,82	293,45	1,37	0,00
35	38:00:00	110,00	0,00	1,00	78,92	292,13	0,00	0,00
36	38:00:00	110,00	1,00	1,00	78,92	292,13	0,91	0,00
26	38:00:00	235,00	0,00	1,00	24,69	291,99	400,67	0,00
1	39:00:00	50,00	-694,40	1,00	115,42	316,36	-694,40	0,00
2	39:00:00	100,00	8,00	1,00	91,57	311,33	4,88	0,00
3	39:00:00	60,00	14,00	1,00	108,62	310,69	8,54	0,00
4	39:00:00	60,00	8,00	1,00	108,40	310,18	4,88	0,00
5	39:00:00	100,00	8,00	1,00	91,05	310,13	4,88	0,00
6	39:00:00	125,00	5,00	1,00	79,19	307,77	3,05	0,00
7	39:00:00	160,00	4,00	1,00	61,74	302,49	2,44	0,00
8	39:00:00	110,00	9,00	1,00	83,41	302,49	5,49	0,00
9	39:00:00	180,00	14,00	1,00	52,75	301,74	8,54	0,00
10	39:00:00	130,00	5,00	1,00	74,74	302,49	3,05	0,00
11	39:00:00	185,00	34,78	1,00	50,02	300,44	21,22	0,00
12	39:00:00	210,00	16,00	1,00	37,76	297,14	9,76	0,00
13	39:00:00	210,00	2,00	1,00	37,32	296,13	1,22	0,00
14	39:00:00	200,00	2,00	1,00	41,44	295,64	1,22	0,00
15	39:00:00	190,00	2,00	1,00	45,63	295,31	1,22	0,00
16	39:00:00	150,00	20,00	1,00	63,06	295,54	12,20	0,00
17	39:00:00	180,00	20,00	1,00	50,03	295,46	12,20	0,00
18	39:00:00	100,00	20,00	1,00	84,69	295,46	12,20	0,00
19	39:00:00	150,00	5,00	1,00	63,04	295,48	3,05	0,00
20	39:00:00	170,00	19,00	1,00	54,44	295,63	11,59	0,00
21	39:00:00	150,00	16,00	1,00	63,10	295,62	9,76	0,00
22	39:00:00	200,00	10,00	1,00	41,43	295,62	6,10	0,00
23	39:00:00	230,00	8,00	1,00	27,83	294,23	4,88	0,00
24	39:00:00	190,00	11,00	1,00	45,49	294,98	6,71	0,00
25	39:00:00	230,00	6,00	1,00	27,67	293,85	3,66	0,00
27	39:00:00	130,00	8,00	1,00	71,00	293,85	4,88	0,00
28	39:00:00	110,00	0,00	1,00	79,66	293,85	0,00	0,00
29	39:00:00	110,00	7,00	1,00	79,66	293,85	4,27	0,00
30	39:00:00	130,00	3,00	1,00	71,00	293,85	1,83	0,00
31	39:00:00	190,00	17,00	1,00	45,00	293,85	10,37	0,00
32	39:00:00	110,00	17,00	1,00	80,36	295,46	10,37	0,00
33	39:00:00	180,00	1,50	1,00	50,10	295,62	0,91	0,00
34	39:00:00	190,00	1,50	1,00	45,77	295,62	0,91	0,00
35	39:00:00	110,00	0,00	1,00	79,66	293,85	0,00	0,00
36	39:00:00	110,00	1,00	1,00	79,66	293,85	0,61	0,00
26	39:00:00	235,00	0,00	1,00	25,40	293,63	497,50	0,00
1	40:00:00	50,00	-694,40	1,00	116,15	318,06	-694,40	0,00
2	40:00:00	100,00	8,00	1,00	92,30	313,02	5,44	0,00
3	40:00:00	60,00	14,00	1,00	109,36	312,38	9,52	0,00
4	40:00:00	60,00	8,00	1,00	109,14	311,88	5,44	0,00
5	40:00:00	100,00	8,00	1,00	91,78	311,82	5,44	0,00
6	40:00:00	125,00	5,00	1,00	79,93	309,48	3,40	0,00
7	40:00:00	160,00	4,00	1,00	62,50	304,25	2,72	0,00
8	40:00:00	110,00	9,00	1,00	84,17	304,25	6,12	0,00
9	40:00:00	180,00	14,00	1,00	53,51	303,50	9,52	0,00
10	40:00:00	130,00	5,00	1,00	75,50	304,25	3,40	0,00
11	40:00:00	185,00	34,78	1,00	50,79	302,23	23,65	0,00
12	40:00:00	210,00	16,00	1,00	38,56	299,00	10,88	0,00
13	40:00:00	210,00	2,00	1,00	38,14	298,01	1,36	0,00
14	40:00:00	200,00	2,00	1,00	42,26	297,54	1,36	0,00
15	40:00:00	190,00	2,00	1,00	46,46	297,22	1,36	0,00
16	40:00:00	150,00	20,00	1,00	63,88	297,42	13,60	0,00
17	40:00:00	180,00	20,00	1,00	50,85	297,35	13,60	0,00
18	40:00:00	100,00	20,00	1,00	85,51	297,35	13,60	0,00
19	40:00:00	150,00	5,00	1,00	63,85	297,36	3,40	0,00
20	40:00:00	170,00	19,00	1,00	55,26	297,53	12,92	0,00
21	40:00:00	150,00	16,00	1,00	63,92	297,52	10,88	0,00
22	40:00:00	200,00	10,00	1,00	42,26	297,52	6,80	0,00
23	40:00:00	230,00	8,00	1,00	28,69	296,21	5,44	0,00
24	40:00:00	190,00	11,00	1,00	46,33	296,92	7,48	0,00
25	40:00:00	230,00	6,00	1,00	28,54	295,87	4,08	0,00
27	40:00:00	130,00	8,00	1,00	71,87	295,86	5,44	0,00
28	40:00:00	110,00	0,00	1,00	80,53	295,86	0,00	0,00
29	40:00:00	110,00	7,00	1,00	80,53	295,86	4,76	0,00
30	40:00:00	130,00	3,00	1,00	71,87	295,86	2,04	0,00
31	40:00:00	190,00	17,00	1,00	45,87	295,87	11,56	0,00
32	40:00:00	110,00	17,00	1,00	81,18	297,35	11,56	0,00
33	40:00:00	180,00	1,50	1,00	50,92	297,52	1,02	0,00
34	40:00:00	190,00	1,50	1,00	46,59	297,52	1,02	0,00
35	40:00:00	110,00	0,00	1,00	80,53	295,86	0,00	0,00
36	40:00:00	110,00	1,00	1,00	80,53	295,86	0,68	0,00
26	40:00:00	235,00	0,00	1,00	26,28	295,66	474,91	0,00
1	41:00:00	50,00	-694,40	1,00	117,46	321,09	-694,40	0,00
2	41:00:00	100,00	8,00	1,00	93,62	316,05	3,68	0,00
3	41:00:00	60,00	14,00	1,00	110,67	315,42	6,44	0,00
4	41:00:00	60,00	8,00	1,00	110,45	314,90	3,68	0,00
5	41:00:00	100,00	8,00	1,00	93,09	314,84	3,68	0,00
6	41:00:00	125,00	5,00	1,00	81,22	312,44	2,30	0,00
7	41:00:00	160,00	4,00	1,00	63,73	307,08	1,84	0,00
8	41:00:00	110,00	9,00	1,00	85,39	307,08	4,14	0,00
9	41:00:00	180,00	14,00	1,00	54,73	306,30	6,44	0,00
10	41:00:00	130,00	5,00	1,00	76,73	307,07	2,30	0,00
11	41:00:00	185,00	34,78	1,00	51,98	304,96	16,00	0,00
12	41:00:00	210,00	16,00	1,00	39,65	301,50	7,36	0,00
13	41:00:00	210,00	2,00	1,00	39,18	300,43	0,92	0,00
14	41:00:00	200,00	2,00	1,00	43,29	299,90	0,92	0,00
15	41:00:00	190,00	2,00	1,00	47,46	299,54	0,92	0,00
16	41:00:00	150,00	20,00	1,00	64,93	299,85	9,20	0,00
17	41:00:00	180,00	20,00	1,00	51,89	299,76	9,20	0,00
18	41:00:00	100,00	20,00	1,00	86,56	299,77	9,20	0,00
19	41:00:00	150,00	5,00	1,00	64,90	299,79	2,30	0,00
20	41:00:00	170,00	19,00	1,00	56,28	299,90	8,74	0,00
21	41:00:00	150,00	16,00	1,00	64,95	299,89	7,36	0,00
22	41:00:00	200,00	10,00	1,00	43,28	299,89	4,60	0,00
23	41:00:00	230,00	8,00	1,00	29,59	298,30	3,68	0,00
24	41:00:00	190,00	11,00	1,00	47,30	299,17	5,06	0,00
25	41:00:00	230,00	6,00	1,00	29,41	297,87	2,76	0,00
27	41:00:00	130,00	8,00	1,00	72,74	297,87	3,68	0,00
28	41:00:00	110,00	0,00	1,00	81,40	297,86	0,00	0,00
29	41:00:00	110,00	7,00	1,00	81,40	297,86	3,22	0,00
30	41:00:00	130,00	3,00	1,00	72,74	297,86	1,38	0,00
31	41:00:00	190,00	17,00	1,00	46,74	297,87	7,82	0,00
32	41:00:00	110,00	17,00	1,00	82,23	299,77	7,82	0,00
33	41:00:00	180,00	1,50	1,00	51,95	299,89	0,69	0,00
34	41:00:00	190,00	1,50	1,00	47,62	299,89	0,69	0,00
35	41:00:00	110,00	0,00	1,00	81,40	297,86	0,00	0,00
36	41:00:00	110,00	1,00	1,00	81,40	297,86	0,46	0,00
26	41:00:00	235,00	0,00	1,00	27,12	297,60	545,92	0,00
1	42:00:00	50,00	-694,40	1,00	108,59	300,62	-138,88	0,00
2	42:00:00	100,00	8,00	1,00	86,82	300,37	4,08	0,00
3	42:00:00	60,00	14,00	1,00	104,13	300,33	7,14	0,00
4	42:00:00	60,00	8,00	1,00	104,13	300,31	4,08	0,00
5	42:00:00	100,00	8,00	1,00	86,79	300,31	4,08	0,00
6	42:00:00	125,00	5,00	1,00	75,92	300,21	2,55	0,00
7	42:00:00	160,00	4,00	1,00	60,66	300,00	2,04	0,00
8	42:00:00	110,00	9,00	1,00	82,33	300,00	4,59	0,00
9	42:00:00	180,00	14,00	1,00	51,99	299,98	7,14	0,00
10	42:00:00	130,00	5,00	1,00	73,66	300,00	2,55	0,00
11	42:00:00	185,00	34,78	1,00	49,80	299,94	17,74	0,00
12	42:00:00	210,00	16,00	1,00	38,94	299,86	8,16	0,00
13	42:00:00	210,00	2,00	1,00	38,93	299,84	1,02	0,00
14	42:00:00	200,00	2,00	1,00	43,26	299,83	1,02	0,00
15	42:00:00	190,00	2,00	1,00	47,59	299,83	1,02	0,00
16	42:00:00	150,00	20,00	1,00	64,91	299,80	10,20	0,00
17	42:00:00	180,00	20,00	1,00	51,91	299,80	10,20	0,00
18	42:00:00	100,00	20,00	1,00	86,57	299,80	10,20	0,00
19	42:00:00	150,00	5,00	1,00	64,91	299,80	2,55	0,00
20	42:00:00	170,00	19,00	1,00	56,25	299,83	9,69	0,00
21	42:00:00	150,00	16,00	1,00	64,92	299,82	8,16	0,00
22	42:00:00	200,00	10,00	1,00	43,25	299,82	5,10	0,00
23	42:00:00	230,00	8,00	1,00	30,26	299,83	4,08	0,00
24	42:00:00	190,00	11,00	1,00	47,59	299,83	5,61	0,00
25	42:00:00	230,00	6,00	1,00	30,26	299,83	3,06	0,00
27	42:00:00	130,00	8,00	1,00	73,59	299,83	4,08	0,00
28	42:00:00	110,00	0,00	1,00	82,25	299,82	0,00	0,00
29	42:00:00	110,00	7,00	1,00	82,25	299,82	3,57	0,00
30	42:00:00	130,00	3,00	1,00	73,58	299,82	1,53	0,00
31	42:00:00	190,00	17,00	1,00	47,59	299,83	8,67	0,00
